Id,SalePrice
1461,127041.48970098417
1462,164088.69199602725
1463,176555.1039289349
1464,190450.160833965
1465,175951.60938950398
1466,169051.75191388585
1467,187708.0055492294
1468,158640.0466111834
1469,181789.40392051564
1470,123983.5858271479
1471,186315.41708182407
1472,117495.33483710207
1473,113267.49303319857
1474,155458.18910892826
1475,124269.50782248874
1476,289912.1291110194
1477,214034.83268376673
1478,242569.7402342644
1479,237051.28969444628
1480,415301.7274689474
1481,287261.0849132466
1482,184103.7106877925
1483,173447.27306887016
1484,158531.719622366
1485,171175.5076912379
1486,185686.77168367035
1487,291923.73591557035
1488,212068.64556743635
1489,171419.97038006465
1490,208783.89601569995
1491,185716.3776692784
1492,106132.0286227845
1493,188373.18875588788
1494,269316.37786084675
1495,270362.34335559
1496,200076.8261015268
1497,175348.65727067777
1498,154197.5838692094
1499,157636.43138552684
1500,151726.21638656655
1501,168061.59708561568
1502,147349.32252470532
1503,238750.9417630459
1504,219017.3653388332
1505,204689.90234786714
1506,197324.61803327338
1507,247916.4108348827
1508,193756.73794594972
1509,165761.13645493984
1510,148691.62569102558
1511,148913.63663805768
1512,181421.4551004273
1513,155049.3792429695
1514,183522.92360155284
1515,213297.00886948025
1516,162507.1808279743
1517,172363.1935960347
1518,145285.3011344722
1519,209042.2258975468
1520,131209.98062190122
1521,134454.47446479657
1522,172937.09600834068
1523,114840.29006286993
1524,126359.38010632078
1525,129682.54112802469
1526,123019.54511076021
1527,111756.64636367568
1528,159277.35599786814
1529,141520.95718046496
1530,204477.2616184241
1531,119564.4158176103
1532,113659.76076328727
1533,156063.06220227067
1534,134242.97960283587
1535,166418.7855168796
1536,124484.18439602648
1537,78322.12649335751
1538,180726.25931256858
1539,200218.58161947824
1540,123846.69442214737
1541,149044.728193752
1542,148486.94776127214
1543,187406.11395214158
1544,103262.7064513788
1545,130427.99885594792
1546,127290.62762361392
1547,135392.17839640263
1548,143962.76938589272
1549,125759.6505487452
1550,130220.99646929895
1551,124650.21316849839
1552,139459.50366354725
1553,155386.14708213578
1554,134365.6848969918
1555,162069.8116820249
1556,103171.3626760536
1557,121290.83710930392
1558,109672.76171228681
1559,99299.82763583508
1560,146019.42981236315
1561,144880.42107338613
1562,132544.89936359157
1563,122306.6906542598
1564,160450.57118038388
1565,145581.95105597007
1566,227051.45249291748
1567,93268.2462507442
1568,213659.88274864282
1569,129789.74202334919
1570,139262.0492094387
1571,122599.68012273528
1572,152980.59721041904
1573,213552.13168352368
1574,127475.61613717221
1575,215403.07222217578
1576,236479.10815454533
1577,167201.32011290573
1578,148712.7339849167
1579,144268.36314042917
1580,183750.7058401282
1581,160115.352147913
1582,129480.78791698877
1583,286773.12013594894
1584,209901.52043574167
1585,143751.41799028238
1586,89885.34466441664
1587,112089.21754948536
1588,152194.9191322795
1589,117076.89400179502
1590,141530.07312913355
1591,100894.43886717643
1592,126865.36724856614
1593,127172.37113856328
1594,152372.10637116694
1595,110380.916697262
1596,204452.9911799114
1597,181683.6066744786
1598,195424.05775287925
1599,168496.8565064106
1600,161907.67978248012
1601,80768.71344217326
1602,119434.44423903736
1603,102937.59998571184
1604,231883.40780352178
1605,231472.57948758386
1606,176601.70976142312
1607,192575.3496398173
1608,193774.9701606084
1609,167918.47026847978
1610,149344.96697146638
1611,141020.5804203543
1612,162944.56621031824
1613,160355.22089372575
1614,133020.76881774233
1615,113179.04095142646
1616,96109.94566047454
1617,113144.11855164831
1618,128572.60815098819
1619,148040.97109489958
1620,172881.42047127415
1621,141752.16806027037
1622,147311.35819525184
1623,249930.20897723146
1624,207756.1937029165
1625,121421.0775747765
1626,173143.36156273764
1627,184481.28352817983
1628,258323.13143527939
1629,171273.433973215
1630,318352.92105421383
1631,196536.9200766734
1632,216538.78500942534
1633,161939.732160502
1634,177688.50504536237
1635,168410.10935071405
1636,148089.45937773684
1637,198190.55468114692
1638,205803.0964562239
1639,189084.6437655467
1640,269931.9745032634
1641,180452.04896950096
1642,203516.5133756417
1643,203895.20959708194
1644,208278.32175921788
1645,218475.1198529369
1646,158641.6868946234
1647,159772.90378490064
1648,132615.74069921835
1649,140325.4051013956
1650,125779.1340955525
1651,129454.05145362362
1652,118283.99337093919
1653,122968.39601070923
1654,148990.36209245355
1655,142819.1043945365
1656,146402.61706790826
1657,150042.39888068853
1658,147345.325767745
1659,131152.838912421
1660,150912.34826267976
1661,378084.0015698414
1662,335615.48082209344
1663,306713.06449376344
1664,463810.9976291176
1665,249311.59158309153
1666,276381.84411633585
1667,332619.68190114514
1668,266270.2317196666
1669,244261.50527670785
1670,280652.0118800296
1671,240431.13361636523
1672,384333.72893592337
1673,259546.3070087145
1674,217314.06481234293
1675,176203.00061606825
1676,174572.3768693756
1677,196751.64651412613
1678,424612.08675666
1679,323649.9584214987
1680,259542.56090927913
1681,202990.5127391355
1682,267367.51942814136
1683,173158.86304989023
1684,171108.9356707901
1685,161826.81429167942
1686,160954.43055322205
1687,160397.65927331516
1688,180749.95398891755
1689,182876.98131156396
1690,183367.3385183987
1691,173563.97273380114
1692,235693.62820280244
1693,162188.27064686452
1694,171707.86213192085
1695,157914.01763040276
1696,263461.2230788072
1697,164998.61243905756
1698,322489.93659546424
1699,271939.2822196479
1700,232828.06948915613
1701,248424.4158349166
1702,226060.42999838342
1703,222799.19417276405
1704,249453.77129278288
1705,201551.8245498865
1706,381567.49560383253
1707,183854.87502219394
1708,183966.3573633698
1709,231803.1685493678
1710,191550.6505550244
1711,229810.51787360656
1712,223991.67956854607
1713,240118.13156230806
1714,207981.05845353942
1715,186728.18053071687
1716,178151.9802891325
1717,166115.10455959494
1718,139992.70883885364
1719,194972.44314428268
1720,221709.32485257345
1721,166815.96563740383
1722,134082.8211978694
1723,156830.05388105297
1724,188995.591814568
1725,215362.5597738639
1726,184816.4532853579
1727,154743.28883193026
1728,177703.45668550296
1729,167805.31351704508
1730,164202.0839505858
1731,126570.38650187863
1732,131883.5073411087
1733,118231.04849841856
1734,125077.3844393934
1735,139214.52595271842
1736,118918.98637171237
1737,330553.3378624349
1738,234722.90507224758
1739,275159.2713818482
1740,194079.78627081003
1741,173956.18769622757
1742,164252.95514130837
1743,169052.95739187172
1744,294166.6159368712
1745,208088.35794877386
1746,213343.34101113354
1747,209154.20109221345
1748,240096.4388232342
1749,151924.92406320214
1750,147399.69512024327
1751,249963.10355260508
1752,120277.38534219393
1753,155922.28137935195
1754,211702.37257443942
1755,163611.98823716573
1756,131441.6693823473
1757,121302.68418665881
1758,142684.00308006312
1759,169602.26944622258
1760,164606.73528942626
1761,157666.56991521094
1762,181441.03907214542
1763,172272.26033622594
1764,116800.84800491614
1765,194014.09097152765
1766,192217.73047593242
1767,239817.02098221745
1768,145867.34930200482
1769,171343.31060630333
1770,155065.96360491108
1771,129135.48034208736
1772,137394.57065652305
1773,129505.72870781404
1774,155276.15799227983
1775,138483.14380965199
1776,127714.98910368793
1777,114887.9137927197
1778,145906.3599388981
1779,113832.52637908176
1780,182165.02649239075
1781,130106.62346614288
1782,94051.54455436394
1783,144509.41391690288
1784,113948.14463440374
1785,121695.43918253957
1786,144500.78037921843
1787,172309.69621437349
1788,77997.69088845182
1789,111732.27487677839
1790,84515.90350787612
1791,209886.17668263466
1792,168704.16531691464
1793,140896.8788636099
1794,163783.7635385576
1795,137510.2928790909
1796,122728.06222990429
1797,135150.0208233031
1798,120019.73320204052
1799,118136.59007818089
1800,121530.74199151016
1801,137794.33518739973
1802,151033.35653669632
1803,156975.03420388998
1804,147837.1544025827
1805,140206.05013444112
1806,145773.81888406345
1807,154630.54999891488
1808,135125.3187225995
1809,132107.56979113005
1810,142561.54557392906
1811,114348.0137153265
1812,112887.07375306127
1813,133537.78861960734
1814,103609.36603416434
1815,71941.00105081184
1816,109968.21330297619
1817,110882.0994287099
1818,154717.63222048403
1819,131159.8430147972
1820,77170.73038222095
1821,124357.62211650974
1822,154269.0876826782
1823,71802.31264194916
1824,133889.61882895994
1825,135127.55469629262
1826,105911.39857011892
1827,113247.7681535094
1828,137792.03961789238
1829,132764.52661614196
1830,148910.42671070047
1831,172605.62028336414
1832,109071.2734284635
1833,150841.2082030738
1834,132888.5910620214
1835,146599.55410372943
1836,141905.71837778314
1837,108012.12728567347
1838,143460.31621617806
1839,112313.94967255776
1840,153356.33346085143
1841,142581.0834471627
1842,100417.90806620964
